Shipment_ID,Order_Date,Origin_City,Destination_City,Distance_KM,Weight_KG,Vehicle_Type,Product_Category,Weather,Fuel_Cost_INR,Promised_Days,Actual_Days,Delivery_Status
SC11010,2025-03-25,Mumbai,Mumbai,702.3,304.85,Bike,Apparel,Fog,1372.11,6,8.0,Delayed
SC11011,2025-11-17,Mumbai,Chennai,198.3,707.33,Heavy Truck,Apparel,Clear,5693.5,3,3.0,On-Time
SC11012,2025-11-15,Delhi,Delhi,442.7,922.67,Van,Apparel,Rain,5311.28,4,6.0,Delayed
SC11013,2025-04-11,Chennai,Chennai,158.0,416.41,Van,Furniture,Clear,1579.63,5,3.0,On-Time
SC11014,2025-11-25,Hyderabad,Chennai,86.0,818.05,Van,Groceries,Fog,709.22,2,2.0,On-Time
SC11015,2025-09-30,Mumbai,Chennai,729.3,537.79,Heavy Truck,Pharma,Clear,2727.82,5,5.0,On-Time
SC11016,2025-09-22,Chennai,Bengaluru,657.3,149.8,Bike,Electronics,Clear,4106.92,7,4.0,On-Time
SC11017,2025-02-07,Mumbai,Bengaluru,609.2,656.25,Van,Pharma,Rain,1176.02,4,7.0,Delayed
SC11018,2025-04-04,Hyderabad,Delhi,43.8,488.01,Heavy Truck,Furniture,Clear,3152.29,4,2.0,On-Time
SC11019,2025-04-05,Mumbai,Chennai,675.8,618.25,Heavy Truck,Apparel,Rain,2638.68,1,6.0,Delayed
SC11020,2025-11-01,Delhi,Hyderabad,353.2,845.26,Mini Truck,Apparel,Rain,5359.72,1,5.0,Delayed
SC11021,2025-03-10,Delhi,Delhi,277.2,418.69,Heavy Truck,Groceries,Clear,2662.96,6,2.0,On-Time
SC11022,2025-11-14,Mumbai,Chennai,439.4,856.17,Van,Furniture,Clear,3272.59,7,4.0,On-Time
SC11023,2025-08-24,Chennai,Chennai,77.6,713.26,Van,Pharma,Clear,5738.42,2,3.0,Delayed
SC11024,2025-11-30,Chennai,Bengaluru,606.5,464.43,Heavy Truck,Furniture,Rain,1903.2,6,4.0,On-Time
SC11025,2025-05-17,Chennai,Delhi,468.0,573.26,Van,Furniture,Clear,1840.6,1,4.0,Delayed
SC11026,2025-03-17,Mumbai,Chennai,153.3,309.64,Heavy Truck,Apparel,Clear,4827.63,3,2.0,On-Time
SC11027,2025-02-04,Chennai,Chennai,,,VAN,Pharma,,,2,6.0,Delayed
SC11028,2025-01-01,Hyderabad,Delhi,151.5,634.15,Mini Truck,Electronics,Clear,5016.42,3,3.0,On-Time
SC11029,2025-10-23,Delhi,Hyderabad,50.3,42.13,Bike,Apparel,Storm,708.88,6,2.0,On-Time
SC11030,2025-11-16,Hyderabad,Delhi,472.3,310.63,Mini Truck,Pharma,Rain,800.88,1,5.0,Delayed
SC11031,2025-03-01,Chennai,Delhi,673.1,592.34,Mini Truck,Groceries,Clear,5422.74,2,6.0,Delayed
SC11032,2025-11-16,Hyderabad,Hyderabad,18.9,53.99,Bike,Apparel,Clear,3313.75,6,1.0,On-Time
SC11033,2025-12-15,Chennai,Delhi,44.0,23.18,Van,Groceries,Rain,4355.06,4,2.0,On-Time
SC11034,2025-11-24,Mumbai,Chennai,460.4,427.8,Bike,Apparel,Clear,1467.94,6,4.0,On-Time
SC11035,2025-09-24,Hyderabad,Delhi,656.5,316.39,Heavy Truck,Furniture,Clear,1122.71,7,6.0,On-Time
SC11036,2025-12-27,Mumbai,Hyderabad,264.8,416.66,Bike,Pharma,Clear,5034.48,5,3.0,On-Time
SC11037,2025-08-17,Mumbai,Mumbai,282.9,249.93,Mini Truck,Groceries,Rain,2247.95,4,4.0,On-Time
SC11038,2025-09-27,Bengaluru,Delhi,479.1,156.9,Bike,Apparel,Rain,2811.94,3,5.0,Delayed
SC11039,2025-11-12,Chennai,Bengaluru,223.0,654.84,Van,Groceries,Clear,313.64,4,2.0,On-Time
SC11040,2025-10-13,Delhi,Chennai,26.2,489.09,Mini Truck,Apparel,Clear,2407.4,6,3.0,On-Time
SC11041,2025-10-18,Chennai,Chennai,589.5,190.55,Heavy Truck,Apparel,Rain,4657.06,4,7.0,Delayed
SC11042,2025-08-01,Delhi,Bengaluru,502.4,303.95,Van,Electronics,Storm,4954.46,5,6.0,Delayed
SC11043,2025-06-14,Chennai,Bengaluru,466.7,562.42,Mini Truck,Electronics,Clear,4237.72,7,4.0,On-Time
SC11044,2025-01-05,Mumbai,Delhi,,,Heavy Truck,Electronics,,,6,5.0,On-Time
SC11045,2025-12-05,Hyderabad,Bengaluru,541.8,140.51,Van,Groceries,Fog,3111.5,5,6.0,Delayed
SC11046,2025-03-19,Hyderabad,Mumbai,168.7,70.05,Heavy Truck,Furniture,Rain,3299.23,4,3.0,On-Time
SC11047,2025-03-03,Bengaluru,Hyderabad,285.2,771.8,Bike,Apparel,Rain,4494.4,5,4.0,On-Time
SC11048,2025-05-12,Delhi,Bengaluru,105.3,714.91,Bike,Pharma,Fog,1596.72,4,5.0,Delayed
SC11049,2025-03-30,Delhi,Bengaluru,108.2,715.77,Heavy Truck,Electronics,Rain,1504.37,2,4.0,Delayed
SC11050,2025-08-25,Delhi,Mumbai,542.6,680.65,Bike,Groceries,Clear,5707.06,4,5.0,Delayed
SC11051,2025-02-11,Mumbai,Chennai,687.6,636.08,Heavy Truck,Groceries,Rain,311.99,1,6.0,Delayed
SC11052,2025-03-30,Delhi,Chennai,770.4,453.4,Van,Groceries,Rain,965.87,5,7.0,Delayed
SC11053,2025-10-23,Hyderabad,Delhi,504.5,610.34,Mini Truck,Pharma,Storm,3486.44,7,5.0,On-Time
SC11054,2025-11-24,Mumbai,Mumbai,151.4,36.92,Heavy Truck,Pharma,Clear,4466.33,5,2.0,On-Time
SC11055,2025-10-22,Chennai,Hyderabad,89.0,590.58,Mini Truck,Electronics,Clear,3296.66,3,3.0,On-Time
SC11056,2025-04-14,Delhi,Hyderabad,651.2,739.09,Mini Truck,Pharma,Rain,2227.12,7,6.0,On-Time
SC11057,2025-01-14,Delhi,Mumbai,465.1,475.59,Heavy Truck,Electronics,Clear,5871.16,7,4.0,On-Time
SC11058,2025-10-15,Chennai,Hyderabad,496.5,339.96,Bike,Pharma,Clear,4267.54,3,4.0,Delayed
SC11059,2025-06-28,Delhi,Chennai,626.3,263.92,Van,Pharma,Fog,5013.64,1,6.0,Delayed
SC11060,2025-05-05,Chennai,Hyderabad,564.1,610.84,Mini Truck,Pharma,Clear,385.44,5,4.0,On-Time
SC11061,2025-12-19,Mumbai,Hyderabad,668.4,658.31,Van,Electronics,Rain,1530.13,7,7.0,On-Time
SC11062,2025-01-23,Hyderabad,Mumbai,49.7,827.48,Mini Truck,Apparel,Fog,2338.9,5,4.0,On-Time
SC11063,2025-03-04,Chennai,Mumbai,599.3,325.55,Heavy Truck,Electronics,Clear,1218.22,7,5.0,On-Time
SC11064,2025-05-23,Bengaluru,Hyderabad,681.4,731.4,Bike,Apparel,Storm,576.46,3,7.0,Delayed
SC11065,2025-06-02,Chennai,Bengaluru,232.5,533.51,Van,Groceries,Rain,1466.79,3,4.0,Delayed
SC11066,2025-05-25,Delhi,Mumbai,514.2,838.75,Mini Truck,Groceries,Clear,3271.77,4,4.0,On-Time
SC11067,2025-08-13,Mumbai,Delhi,254.8,501.66,Heavy Truck,Electronics,Clear,4220.11,6,3.0,On-Time
SC11068,2025-11-05,Mumbai,Delhi,,,Heavy Truck,Apparel,,,5,8.0,Delayed
SC11069,2025-04-14,Chennai,Chennai,31.6,549.19,Mini Truck,Apparel,Clear,401.18,5,2.0,On-Time
SC11070,2025-04-14,Hyderabad,Hyderabad,465.9,711.97,Mini Truck,Apparel,Clear,2653.72,7,5.0,On-Time
SC11071,2025-02-08,Bengaluru,Bengaluru,,,Mini Truck,Groceries,,,4,3.0,On-Time
SC11072,2025-07-17,Mumbai,Chennai,571.2,70.35,Bike,Electronics,Clear,2672.52,5,4.0,On-Time
SC11073,2025-05-14,Delhi,Hyderabad,144.8,51.24,Mini Truck,Furniture,Clear,2688.76,7,1.0,On-Time
SC11074,2025-03-08,Delhi,Mumbai,192.1,890.7,Mini Truck,Apparel,Storm,3064.54,1,5.0,Delayed
SC11075,2025-06-28,Hyderabad,Delhi,398.0,503.62,Bike,Apparel,Fog,5373.06,3,6.0,Delayed
SC11076,2025-02-11,Mumbai,Bengaluru,732.3,584.35,Heavy Truck,Furniture,Clear,4859.81,3,6.0,Delayed
SC11077,2025-01-15,Chennai,Delhi,173.3,458.56,Mini Truck,Electronics,Clear,3874.82,6,3.0,On-Time
SC11078,2025-04-21,Delhi,Mumbai,119.7,89.43,Van,Apparel,Rain,5329.63,3,1.0,On-Time
SC11079,2025-06-06,Hyderabad,Hyderabad,608.4,729.8,Heavy Truck,Electronics,Clear,4119.04,2,5.0,Delayed
SC11080,2025-10-16,Mumbai,Mumbai,403.0,709.99,Van,Apparel,Rain,4940.3,1,4.0,Delayed
SC11081,2025-08-19,Mumbai,Mumbai,729.9,296.46,Mini Truck,Pharma,Fog,3448.1,1,6.0,Delayed
SC11082,2025-06-06,Mumbai,Delhi,121.6,291.27,Bike,Apparel,Fog,3222.53,4,3.0,On-Time
SC11083,2025-02-07,Mumbai,Bengaluru,518.5,796.03,Bike,Pharma,Clear,4385.97,2,4.0,Delayed
SC11084,2025-04-07,Mumbai,Mumbai,190.1,69.2,Bike,Electronics,Clear,265.18,5,3.0,On-Time
SC11085,2025-10-16,Delhi,Delhi,129.6,837.11,Mini Truck,Apparel,Clear,4188.71,6,3.0,On-Time
SC11086,2025-09-11,Hyderabad,Bengaluru,548.3,244.2,Mini Truck,Groceries,Clear,5616.93,1,4.0,Delayed
SC11087,2025-07-15,Mumbai,Hyderabad,477.0,563.54,Van,Groceries,Clear,4326.56,2,4.0,Delayed
SC11088,2025-03-27,Bengaluru,Hyderabad,605.1,889.23,Bike,Furniture,Fog,365.24,2,7.0,Delayed
SC11089,2025-11-18,Bengaluru,Chennai,251.0,644.38,Mini Truck,Groceries,Fog,2360.63,7,5.0,On-Time
SC11090,2025-01-10,Hyderabad,Delhi,361.1,394.0,Heavy Truck,Pharma,Storm,4886.05,1,6.0,Delayed
SC11091,2025-01-05,Chennai,Bengaluru,327.3,655.21,Mini Truck,Groceries,Fog,5757.86,7,4.0,On-Time
SC11092,2025-05-03,Chennai,Mumbai,787.4,327.11,Mini Truck,Groceries,Clear,2315.46,4,5.0,Delayed
SC11093,2025-11-26,Chennai,Hyderabad,237.3,263.76,Heavy Truck,Groceries,Rain,5070.99,2,5.0,Delayed
SC11094,2025-12-19,Bengaluru,Bengaluru,239.4,946.85,Bike,Apparel,Clear,5203.29,3,3.0,On-Time
SC11095,2025-04-28,Chennai,Delhi,286.9,713.38,Heavy Truck,Furniture,Clear,871.23,2,4.0,Delayed
SC11096,2025-10-21,Delhi,Chennai,453.9,612.66,Bike,Electronics,Clear,5097.86,5,5.0,On-Time
SC11097,2025-06-08,Mumbai,Hyderabad,205.6,337.85,Heavy Truck,Furniture,Rain,2046.86,1,3.0,Delayed
SC11098,2025-10-30,Bengaluru,Bengaluru,732.7,47.18,Van,Pharma,Rain,3620.44,5,7.0,Delayed
SC11099,2025-08-16,Hyderabad,Bengaluru,216.2,29.99,Bike,Apparel,Clear,3302.93,4,2.0,On-Time
SC11100,2025-12-31,Hyderabad,Bengaluru,,,Mini Truck,Apparel,,,6,4.0,On-Time
SC11101,2025-08-04,Mumbai,Delhi,87.3,724.05,Van,Groceries,Clear,4481.72,3,2.0,On-Time
SC11102,2025-07-03,Bengaluru,Delhi,527.0,510.74,Bike,Groceries,Clear,2729.15,1,4.0,Delayed
SC11103,2025-01-15,Chennai,Delhi,726.1,798.83,Bike,Pharma,Clear,5346.62,2,5.0,Delayed
SC11104,2025-06-06,Chennai,Mumbai,139.2,32.24,Bike,Apparel,Rain,4885.57,3,2.0,On-Time
SC11105,2025-05-16,Delhi,Bengaluru,774.8,348.73,Heavy Truck,Electronics,Rain,4744.71,2,7.0,Delayed
SC11106,2025-09-18,Delhi,Hyderabad,365.0,225.6,Bike,Furniture,Clear,2830.74,4,3.0,On-Time
SC11107,2025-06-06,Chennai,Delhi,756.8,425.19,Mini Truck,Apparel,Rain,369.8,6,6.0,On-Time
SC11108,2025-02-16,Hyderabad,Delhi,543.1,69.22,Bike,Electronics,Clear,3029.7,1,5.0,Delayed
SC11109,2025-11-20,Hyderabad,Bengaluru,244.8,906.45,Mini Truck,Electronics,Storm,5405.91,4,5.0,Delayed
SC11110,2025-11-28,Delhi,Delhi,154.7,212.48,Mini Truck,Furniture,Clear,1264.13,4,2.0,On-Time
SC11111,2025-06-22,Mumbai,Mumbai,246.5,876.23,Mini Truck,Electronics,Rain,5898.17,6,3.0,On-Time
SC11112,2025-05-10,Chennai,Mumbai,78.9,404.89,Van,Pharma,Fog,4874.99,4,3.0,On-Time
SC11113,2025-04-05,Delhi,Delhi,119.4,936.26,Mini Truck,Electronics,Fog,4302.5,4,4.0,On-Time
SC11114,2025-04-25,Delhi,Bengaluru,88.2,526.58,Heavy Truck,Pharma,Clear,4111.39,2,3.0,Delayed
SC11115,2025-08-31,Chennai,Bengaluru,341.2,884.33,Bike,Electronics,Rain,3584.1,7,4.0,On-Time
SC11116,2025-10-19,Chennai,Bengaluru,637.5,5.58,Heavy Truck,Groceries,Clear,4365.92,5,4.0,On-Time
SC11117,2025-10-09,Hyderabad,Chennai,117.4,710.95,Van,Electronics,Clear,2618.15,2,3.0,Delayed
SC11118,2025-10-26,Mumbai,Delhi,108.6,857.95,Bike,Pharma,Clear,5094.94,6,3.0,On-Time
SC11119,2025-10-10,Mumbai,Bengaluru,516.5,133.16,Mini Truck,Electronics,Fog,4223.62,3,5.0,Delayed
SC11120,2025-03-10,Chennai,Mumbai,161.8,91.77,Bike,Electronics,Fog,4661.83,6,3.0,On-Time
SC11121,2025-05-28,Bengaluru,Hyderabad,82.6,403.63,Van,Electronics,Clear,4786.05,6,3.0,On-Time
SC11122,2025-01-11,Delhi,Hyderabad,137.6,887.03,Van,Pharma,Clear,688.61,6,2.0,On-Time
SC11123,2025-09-11,Delhi,Bengaluru,739.4,515.5,Heavy Truck,Electronics,Storm,475.5,6,8.0,Delayed
SC11124,2025-11-26,Chennai,Hyderabad,658.1,501.32,Bike,Furniture,Clear,4835.77,4,5.0,Delayed
SC11125,2025-12-26,Bengaluru,Hyderabad,286.5,134.5,Bike,Furniture,Clear,1667.4,6,4.0,On-Time
SC11126,2025-02-07,Hyderabad,Chennai,526.4,1.25,Bike,Pharma,Clear,3554.52,3,4.0,Delayed
SC11127,2025-05-14,Chennai,Mumbai,432.1,769.73,Heavy Truck,Groceries,Rain,2745.71,6,6.0,On-Time
SC11128,2025-07-19,Chennai,Mumbai,543.3,83.65,Van,Furniture,Clear,278.93,2,4.0,Delayed
SC11129,2025-01-23,Delhi,Chennai,547.7,602.34,Mini Truck,Apparel,Rain,385.65,4,6.0,Delayed
SC11130,2025-10-30,Chennai,Chennai,504.8,868.93,VAN,Furniture,Clear,4988.68,2,5.0,Delayed
SC11131,2025-12-12,Chennai,Hyderabad,,,Heavy Truck,Apparel,,,4,3.0,On-Time
SC11132,2025-10-29,Chennai,Delhi,36.0,632.18,Heavy Truck,Pharma,Clear,3214.48,2,2.0,On-Time
SC11133,2025-12-29,Delhi,Hyderabad,367.2,75.22,Mini Truck,Groceries,Clear,5674.46,1,3.0,Delayed
SC11134,2025-08-06,Hyderabad,Chennai,713.3,573.77,Van,Apparel,Clear,1162.72,5,4.0,On-Time
SC11135,2025-05-21,Hyderabad,Mumbai,,,Bike,Apparel,,,5,5.0,On-Time
SC11136,2025-04-14,Chennai,Hyderabad,666.8,699.29,Bike,Furniture,Rain,4576.92,4,6.0,Delayed
SC11137,2025-07-29,Delhi,Delhi,793.3,286.52,Heavy Truck,Apparel,Clear,4685.13,1,6.0,Delayed
SC11138,2025-04-21,Hyderabad,Hyderabad,,,Van,Pharma,,,3,2.0,On-Time
SC11139,2025-04-14,Hyderabad,Bengaluru,555.0,569.66,Bike,Pharma,Storm,5713.22,1,7.0,Delayed
SC11140,2025-11-12,Hyderabad,Hyderabad,541.1,163.12,Mini Truck,Pharma,Rain,5638.79,7,5.0,On-Time
SC11141,2025-06-20,Delhi,Chennai,784.1,704.69,Van,Furniture,Storm,222.6,4,8.0,Delayed
SC11142,2025-12-22,Delhi,Mumbai,788.6,287.86,Van,Groceries,Clear,1158.12,1,4.0,Delayed
SC11143,2025-11-20,Chennai,Mumbai,550.9,629.42,Heavy Truck,Furniture,Clear,4948.28,3,4.0,Delayed
SC11144,2025-05-13,Mumbai,Chennai,198.7,150.79,Heavy Truck,Pharma,Fog,2111.02,4,4.0,On-Time
SC11145,2025-10-20,Hyderabad,Bengaluru,639.9,653.87,Bike,Furniture,Fog,708.46,5,7.0,Delayed
SC11146,2025-11-24,Mumbai,Chennai,90.1,122.21,Heavy Truck,Pharma,Fog,4742.25,6,3.0,On-Time
SC11147,2025-05-07,Delhi,Hyderabad,625.7,404.38,Van,Electronics,Rain,2809.31,1,5.0,Delayed
SC11148,2025-04-16,Delhi,Chennai,728.6,235.22,Bike,Electronics,Rain,3030.6,5,5.0,On-Time
SC11149,2025-04-02,Delhi,Chennai,,,Bike,Apparel,,,5,4.0,On-Time
SC11150,2025-10-14,Mumbai,Bengaluru,506.4,249.3,Van,Groceries,Rain,4016.24,2,4.0,Delayed
SC11151,2025-02-20,Delhi,Hyderabad,347.0,837.69,Bike,Electronics,Clear,3374.76,3,4.0,Delayed
SC11152,2025-01-29,Chennai,Delhi,353.0,847.28,Mini Truck,Pharma,Clear,1359.04,7,3.0,On-Time
SC11153,2025-10-23,Delhi,Delhi,251.7,187.02,Mini Truck,Furniture,Clear,2140.94,6,3.0,On-Time
SC11154,2025-10-24,Bengaluru,Mumbai,610.9,583.35,Bike,Furniture,Clear,3641.74,1,5.0,Delayed
SC11155,2025-08-02,Mumbai,Chennai,749.3,83.79,Heavy Truck,Apparel,Clear,5560.5,5,5.0,On-Time
SC11156,2025-09-24,Bengaluru,Mumbai,752.9,372.26,Mini Truck,Furniture,Rain,5534.2,5,7.0,Delayed
SC11157,2025-09-14,Delhi,Bengaluru,144.0,677.8,Bike,Electronics,Fog,1834.25,7,3.0,On-Time
SC11158,2025-10-29,Chennai,Delhi,700.4,626.62,Mini Truck,Furniture,Rain,4453.38,3,6.0,Delayed
SC11159,2025-04-11,Hyderabad,Chennai,591.3,593.65,Heavy Truck,Electronics,Clear,4686.79,6,4.0,On-Time
SC11160,2025-12-12,Delhi,Bengaluru,206.0,268.77,Van,Electronics,Storm,4881.62,6,5.0,On-Time
SC11161,2025-04-20,Chennai,Bengaluru,58.5,359.43,Bike,Groceries,Clear,3488.96,7,2.0,On-Time
SC11162,2025-07-01,Mumbai,Chennai,218.1,98.25,Bike,Apparel,Rain,211.47,5,4.0,On-Time
SC11163,2025-11-09,Bengaluru,Bengaluru,730.2,683.21,Bike,Pharma,Clear,4605.81,5,5.0,On-Time
SC11164,2025-01-01,Bengaluru,Chennai,508.4,478.94,Bike,Electronics,Clear,773.6,5,5.0,On-Time
SC11165,2025-11-15,Bengaluru,Chennai,578.2,673.47,Bike,Apparel,Clear,833.7,5,4.0,On-Time
SC11166,2025-02-24,Mumbai,Hyderabad,209.4,236.87,Bike,Pharma,Rain,3692.91,2,3.0,Delayed
SC11167,2025-05-29,Chennai,Mumbai,576.9,308.55,Heavy Truck,Furniture,Clear,5903.6,2,4.0,Delayed
SC11168,2025-11-05,Mumbai,Bengaluru,27.4,317.84,Van,Apparel,Clear,1568.86,7,1.0,On-Time
SC11169,2025-05-17,Bengaluru,Bengaluru,303.4,24.94,Heavy Truck,Apparel,Clear,3927.99,6,3.0,On-Time
SC11170,2025-07-21,Delhi,Hyderabad,503.3,324.32,Heavy Truck,Apparel,Clear,1926.37,4,4.0,On-Time
SC11171,2025-11-09,Hyderabad,Hyderabad,121.1,763.24,Van,Furniture,Rain,5407.55,1,3.0,Delayed
SC11172,2025-04-27,Mumbai,Hyderabad,659.3,852.48,Heavy Truck,Furniture,Clear,3622.07,3,5.0,Delayed
SC11173,2025-06-03,Mumbai,Delhi,191.8,492.55,Mini Truck,Apparel,Clear,1363.74,4,3.0,On-Time
SC11174,2025-10-18,Chennai,Delhi,523.6,433.0,Heavy Truck,Groceries,Clear,1683.47,2,3.0,Delayed
SC11175,2025-03-04,Chennai,Delhi,327.1,29.77,Bike,Electronics,Clear,2680.01,2,2.0,On-Time
SC11176,2025-09-01,Mumbai,Chennai,478.9,835.3,Mini Truck,Furniture,Clear,863.95,2,5.0,Delayed
SC11177,2025-01-25,Bengaluru,Bengaluru,90.4,12.85,Mini Truck,Groceries,Rain,610.59,4,2.0,On-Time
SC11178,2025-03-31,Hyderabad,Mumbai,18.4,897.54,Van,Furniture,Clear,4128.36,2,3.0,Delayed
SC11179,2025-03-16,Chennai,Chennai,728.1,465.01,Heavy Truck,Apparel,Clear,2531.92,4,6.0,Delayed
SC11180,2025-10-21,Bengaluru,Bengaluru,219.4,325.17,Heavy Truck,Groceries,Clear,4398.42,2,2.0,On-Time
SC11181,2025-07-29,Delhi,Bengaluru,656.6,878.05,Mini Truck,Pharma,Clear,793.84,5,5.0,On-Time
SC11182,2025-12-13,Chennai,Hyderabad,799.5,23.66,Heavy Truck,Electronics,Clear,3717.71,5,5.0,On-Time
SC11183,2025-01-17,Bengaluru,Hyderabad,173.1,552.56,Heavy Truck,Electronics,Clear,2743.34,1,2.0,Delayed
SC11184,2025-05-08,Bengaluru,Chennai,215.8,521.71,Van,Furniture,Clear,489.29,2,3.0,Delayed
SC11185,2025-12-30,Hyderabad,Hyderabad,532.0,208.74,Mini Truck,Electronics,Clear,3337.09,7,5.0,On-Time
SC11186,2025-09-08,Hyderabad,Bengaluru,772.5,407.73,Bike,Pharma,Fog,634.41,1,6.0,Delayed
SC11187,2025-06-28,Delhi,Hyderabad,733.1,619.82,Mini Truck,Groceries,Rain,4992.16,4,7.0,Delayed
SC11188,2025-07-01,Bengaluru,Delhi,404.8,690.91,Van,Groceries,Rain,3846.95,1,5.0,Delayed
SC11189,2025-06-01,Bengaluru,Hyderabad,637.1,1.18,Van,Apparel,Clear,3408.26,2,5.0,Delayed
SC11190,2025-01-25,Hyderabad,Bengaluru,112.9,890.04,Van,Groceries,Rain,930.79,4,3.0,On-Time
SC11191,2025-06-29,Chennai,Chennai,782.1,156.72,Heavy Truck,Furniture,Fog,1831.62,7,8.0,Delayed
SC11192,2025-07-17,Chennai,Mumbai,771.7,222.28,Mini Truck,Pharma,Rain,3033.32,4,7.0,Delayed
SC11193,2025-12-10,Mumbai,Hyderabad,135.2,250.67,Heavy Truck,Apparel,Clear,3854.71,5,2.0,On-Time
SC11194,2025-06-10,Hyderabad,Bengaluru,243.0,36.41,Heavy Truck,Furniture,Clear,1221.9,4,2.0,On-Time
SC11195,2025-06-26,Mumbai,Mumbai,84.6,117.34,Mini Truck,Furniture,Clear,201.87,4,1.0,On-Time
SC11196,2025-10-12,Hyderabad,Mumbai,221.0,937.04,Van,Furniture,Clear,2166.85,1,4.0,Delayed
SC11197,2025-03-04,Delhi,Delhi,653.7,299.8,Bike,Electronics,Clear,2974.8,7,5.0,On-Time
SC11198,2025-05-30,Bengaluru,Mumbai,305.8,109.98,Bike,Furniture,Fog,1228.94,6,4.0,On-Time
SC11199,2025-06-03,Delhi,Bengaluru,75.3,102.09,Mini Truck,Electronics,Rain,3029.17,4,1.0,On-Time
SC11200,2025-06-05,Hyderabad,Bengaluru,277.1,683.63,Mini Truck,Groceries,Clear,2130.14,3,3.0,On-Time
SC11201,2025-02-18,Bengaluru,Hyderabad,785.2,811.91,Van,Electronics,Clear,2812.27,6,6.0,On-Time
SC11202,2025-12-03,Chennai,Hyderabad,505.6,244.48,Mini Truck,Furniture,Clear,2182.63,5,5.0,On-Time
SC11203,2025-03-25,Chennai,Hyderabad,335.8,20.35,Mini Truck,Pharma,Clear,3826.54,7,2.0,On-Time
SC11204,2025-12-27,Mumbai,Mumbai,137.4,212.32,Van,Pharma,Clear,400.95,7,1.0,On-Time
SC11205,2025-06-26,Hyderabad,Mumbai,789.0,54.16,Van,Groceries,Clear,1149.8,5,6.0,Delayed
SC11206,2025-05-28,Hyderabad,Delhi,657.6,98.67,Heavy Truck,Furniture,Clear,2681.59,4,5.0,Delayed
SC11207,2025-04-28,Chennai,Hyderabad,228.8,410.22,Mini Truck,Electronics,Storm,2234.34,1,4.0,Delayed
SC11208,2025-12-08,Delhi,Chennai,60.7,218.81,Bike,Pharma,Clear,2441.05,6,1.0,On-Time
SC11209,2025-03-04,Bengaluru,Delhi,50.0,490.39,Mini Truck,Apparel,Clear,4852.0,5,1.0,On-Time
SC11210,2025-07-08,Delhi,Chennai,,,Bike,Furniture,,,5,2.0,On-Time
SC11211,2025-12-26,Delhi,Mumbai,466.7,893.54,Bike,Furniture,Clear,1604.71,3,5.0,Delayed
SC11212,2025-02-18,Chennai,Delhi,743.4,860.69,Bike,Apparel,Clear,5042.89,4,5.0,Delayed
SC11213,2025-11-23,Chennai,Delhi,399.9,538.68,Heavy Truck,Pharma,Rain,2833.92,6,5.0,On-Time
SC11214,2025-09-14,Chennai,Bengaluru,675.1,337.03,Van,Apparel,Clear,1751.85,5,4.0,On-Time
SC11215,2025-08-12,Mumbai,Mumbai,359.5,362.4,Van,Groceries,Clear,5914.92,7,4.0,On-Time
SC11216,2025-05-21,Delhi,Mumbai,568.3,391.55,Heavy Truck,Electronics,Rain,4975.09,5,6.0,Delayed
SC11217,2025-08-03,Hyderabad,Delhi,586.8,691.34,Van,Electronics,Clear,5966.38,5,5.0,On-Time
SC11218,2025-07-30,Bengaluru,Mumbai,143.3,429.33,Heavy Truck,Pharma,Clear,1133.92,5,2.0,On-Time
SC11219,2025-11-14,Mumbai,Delhi,292.2,813.97,Mini Truck,Apparel,Clear,991.48,1,4.0,Delayed
SC11220,2025-02-01,Hyderabad,Bengaluru,511.7,896.92,Heavy Truck,Furniture,Rain,3094.76,2,6.0,Delayed
SC11221,2025-06-07,Delhi,Delhi,61.2,319.48,Van,Furniture,Clear,3886.07,3,2.0,On-Time
SC11222,2025-10-12,Chennai,Mumbai,292.4,532.88,Van,Furniture,Clear,1150.7,7,3.0,On-Time
SC11223,2025-11-01,Delhi,Mumbai,430.2,90.76,Mini Truck,Groceries,Rain,5183.52,1,5.0,Delayed
SC11224,2025-10-13,Bengaluru,Delhi,11955.0,190.85,Heavy Truck,Groceries,Clear,3262.28,3,5.0,Delayed
SC11225,2025-05-24,Mumbai,Delhi,382.3,393.09,Mini Truck,Furniture,Clear,2554.01,5,4.0,On-Time
SC11226,2025-01-19,Mumbai,Delhi,653.8,196.29,Bike,Pharma,Clear,3672.01,3,5.0,Delayed
SC11227,2025-01-18,Bengaluru,Hyderabad,348.5,832.79,Heavy Truck,Groceries,Rain,3864.48,4,5.0,Delayed
SC11228,2025-09-14,Hyderabad,Mumbai,638.1,150.79,Mini Truck,Groceries,Fog,400.28,4,6.0,Delayed
SC11229,2025-03-19,Hyderabad,Mumbai,478.4,433.15,Mini Truck,Electronics,Storm,5999.37,2,6.0,Delayed
SC11230,2025-06-24,Mumbai,Hyderabad,709.8,575.61,Van,Electronics,Fog,2278.93,2,7.0,Delayed
SC11231,2025-07-13,Mumbai,Delhi,331.7,657.42,Heavy Truck,Pharma,Rain,510.02,3,4.0,Delayed
SC11232,2025-04-23,Chennai,Bengaluru,485.4,364.22,Bike,Groceries,Rain,5136.09,1,5.0,Delayed
SC11233,2025-04-24,Hyderabad,Delhi,505.9,825.71,Bike,Groceries,Rain,5959.16,1,5.0,Delayed
SC11234,2025-08-10,Bengaluru,Delhi,336.8,540.12,Heavy Truck,Apparel,Clear,4925.7,5,3.0,On-Time
