Shipment_ID,Order_Date,Origin_City,Destination_City,Distance_KM,Weight_KG,Vehicle_Type,Product_Category,Weather,Fuel_Cost_INR,Promised_Days,Actual_Days,Delivery_Status,Distance_KM_Normalized,Weight_KG_Normalized,Fuel_Cost_INR_Normalized
SC10912,2025-05-06,Mumbai,Bengaluru,95.6,747.73,Heavy Truck,Electronics,Rain,1462.89,4,3.0,On-Time,0.07766990291262137,0.7875426980980897,0.15480983125293998
SC10913,2025-10-27,Bengaluru,Hyderabad,516.9,54.03,Van,Groceries,Clear,3134.83,3,4.0,Delayed,0.4396425809777473,0.0561928056340404,0.3521691118100514
SC10914,2025-01-25,Bengaluru,Bengaluru,668.3,351.23,Heavy Truck,Furniture,Clear,3196.87,1,5.0,Delayed,0.5697224847495489,0.3695230464302282,0.35949244265072944
SC10915,2025-05-25,Delhi,Bengaluru,464.0,480.77,Heavy Truck,Furniture,Clear,3603.86,3,4.0,Delayed,0.39419194088839254,0.5060937038755113,0.40753439008540937
SC10916,2025-01-13,Hyderabad,Chennai,518.9,532.55,Heavy Truck,Groceries,Storm,501.5,3,8.0,Delayed,0.44136094166165485,0.560684012988656,0.04132535290156294
SC10917,2025-07-31,Delhi,Bengaluru,369.4,692.32,Heavy Truck,Electronics,Rain,5841.48,6,5.0,On-Time,0.3129134805395653,0.7291253742672797,0.671667716257523
SC10918,2025-01-25,Mumbai,Mumbai,425.3,337.43,Van,Electronics,Rain,2872.82,1,5.0,Delayed,0.3609416616547814,0.3549740648589382,0.3212409055952538
SC10919,2025-03-09,Delhi,Bengaluru,32.3,582.24,Mini Truck,Groceries,Rain,5570.21,3,3.0,On-Time,0.023283787266947333,0.6130708893855692,0.6396464403524501
SC10920,2025-03-08,Chennai,Hyderabad,513.0,556.31,Mini Truck,Furniture,Clear,207.38,4,6.0,Delayed,0.4362917776441276,0.5857335638679205,0.006606815395756742
SC10921,2025-08-21,Mumbai,Hyderabad,69.8,520.46,Mini Truck,Electronics,Fog,1598.22,1,3.0,Delayed,0.055503050090213946,0.5479378400033738,0.1707844663701056
SC10922,2025-04-19,Bengaluru,Delhi,350.8,608.64,Bike,Groceries,Clear,758.37,4,3.0,On-Time,0.2969327261792251,0.6409037236958631,0.07164682280879958
SC10923,2025-05-26,Hyderabad,Hyderabad,237.7,246.85,Heavy Truck,Groceries,Rain,4652.25,4,4.0,On-Time,0.19975942950425296,0.2594779235018766,0.531288529673714
SC10924,2025-04-21,Mumbai,Bengaluru,438.6,80.87,Van,Groceries,Clear,2022.73,3,3.0,On-Time,0.37236876020276666,0.08448952051617258,0.22089451110215302
SC10925,2025-08-16,Mumbai,Hyderabad,111.1,113.75,Van,Furniture,Clear,5066.88,3,2.0,On-Time,0.09098719821290491,0.11915405052081138,0.5802323186239127
SC10926,2025-04-21,Chennai,Chennai,554.9,213.74,Bike,Electronics,Clear,5019.45,6,5.0,On-Time,0.4722914339719908,0.22457091047104966,0.5746335826185394
SC10927,2025-02-03,Hyderabad,Hyderabad,637.0,475.44,Van,Furniture,Rain,4056.6,7,6.0,On-Time,0.5428301400463958,0.5004744233121073,0.46097676282571504
SC10928,2025-04-21,Bengaluru,Mumbai,134.9,798.5,Mini Truck,Apparel,Rain,4044.82,6,5.0,On-Time,0.11143569035140478,0.8410681904440603,0.4595862270858184
SC10929,2025-09-21,Mumbai,Chennai,87.9,666.38,Bike,Electronics,Clear,4245.93,1,2.0,Delayed,0.07105421427957731,0.7017775060093621,0.4833256704347667
SC10930,2025-08-24,Mumbai,Delhi,120.7,749.69,Van,Furniture,Clear,4091.52,6,2.0,On-Time,0.09923532949566116,0.7896090751908238,0.46509879237046803
SC10931,2025-03-24,Chennai,Mumbai,702.3,333.75,Bike,Electronics,Fog,2413.41,2,5.0,Delayed,0.5989346163759773,0.3510943364399275,0.26701119216011704
SC10932,2025-02-11,Delhi,Bengaluru,424.9,384.72,Bike,Apparel,Clear,4144.54,1,4.0,Delayed,0.3605979895179999,0.4048306835912791,0.4713573836208347
SC10933,2025-04-11,Bengaluru,Bengaluru,376.5,374.3,Van,Pharma,Rain,5399.83,4,3.0,On-Time,0.31901366096743716,0.3938451482309282,0.6195344302197177
SC10934,2025-01-06,Hyderabad,Bengaluru,89.8,182.68,Mini Truck,Groceries,Rain,2095.55,6,3.0,On-Time,0.07268665692928947,0.19182515919537807,0.22949033559954463
SC10935,2025-06-29,Mumbai,Mumbai,521.4,58.63,Van,Furniture,Clear,5677.6,6,5.0,On-Time,0.4435088925165393,0.06104246615780374,0.6523229796654806
SC10936,2025-10-09,Mumbai,Mumbai,695.1,561.57,Heavy Truck,Apparel,Clear,229.45,7,5.0,On-Time,0.5927485179139103,0.5912790452494414,0.00921200417160722
SC10937,2025-11-16,Bengaluru,Mumbai,663.4,939.76,Heavy Truck,Apparel,Clear,2192.13,6,6.0,On-Time,0.5655125010739754,0.989994939484671,0.24089083999336605
SC10938,2025-08-14,Delhi,Chennai,502.7,158.9,Van,Electronics,Clear,922.78,3,5.0,Delayed,0.42744222012200367,0.16675452283557543,0.09105412170492902
SC10939,2025-11-11,Mumbai,Chennai,64.8,44.83,Mini Truck,Electronics,Clear,890.73,4,2.0,On-Time,0.05120714838044506,0.04649348458651373,0.08727087293891145
SC10940,2025-12-31,Bengaluru,Bengaluru,94.4,740.67,Heavy Truck,Groceries,Clear,4920.26,6,3.0,On-Time,0.07663888650227685,0.7800995234681399,0.5629249883876101
SC10941,2025-08-17,Chennai,Hyderabad,44.2,240.33,Heavy Truck,Electronics,Clear,5522.45,5,2.0,On-Time,0.03350803333619727,0.25260405684645554,0.6340087504596263
SC10942,2025-10-16,Delhi,Bengaluru,209.7,788.25,Van,Furniture,Rain,4699.89,5,2.0,On-Time,0.1757023799295472,0.8302618816682833,0.5369120545165558
SC10943,2025-05-30,Hyderabad,Delhi,112.9,668.89,Van,Furniture,Rain,5863.2,4,4.0,On-Time,0.0925337228284217,0.7044237338168937,0.6742315903042594
SC10944,2025-10-04,Mumbai,Chennai,211.7,898.42,Van,Furniture,Clear,1415.52,6,3.0,On-Time,0.17742074061345478,0.9464112512124152,0.1492181777725577
SC10945,2025-07-17,Bengaluru,Mumbai,311.1,388.78,Bike,Pharma,Clear,973.68,7,3.0,On-Time,0.2628232666036602,0.40911103614051364,0.09706246373894756
SC10946,2025-03-11,Chennai,Chennai,754.7,629.04,Bike,Furniture,Clear,3196.12,2,6.0,Delayed,0.6439556662943553,0.6624109138447266,0.35940391108834213
SC10947,2025-04-22,Hyderabad,Mumbai,490.2,441.88,Bike,Electronics,Clear,4999.87,7,4.0,On-Time,0.41670246584758147,0.46509298696917306,0.5723223186298148
SC10948,2025-01-04,Bengaluru,Delhi,668.8,599.24,Van,Electronics,Rain,383.06,2,6.0,Delayed,0.5701520749205259,0.6309935478429555,0.027344448569359463
SC10949,2025-12-16,Bengaluru,Delhi,569.7,427.39,Mini Truck,Furniture,Clear,5974.06,1,4.0,Delayed,0.48500730303290673,0.44981655631931855,0.6873177356459352
SC10950,2025-11-27,Hyderabad,Chennai,94.4,179.61,Heavy Truck,Apparel,Rain,3673.14,1,3.0,Delayed,0.07663888650227685,0.18858853793277952,0.41571234560833287
SC10951,2025-11-14,Chennai,Mumbai,590.1,482.75,Bike,Apparel,Clear,5876.81,7,4.0,On-Time,0.5025345820087637,0.5081811664487834,0.6758381430563811
SC10952,2025-12-16,Chennai,Delhi,223.7,502.39,Mini Truck,Apparel,Rain,2285.73,6,4.0,On-Time,0.1877309047169001,0.5288871083371991,0.2519395789793019
SC10953,2025-04-05,Delhi,Bengaluru,513.1,770.17,Van,Groceries,Clear,2829.44,7,5.0,On-Time,0.436377695678323,0.8112006072618395,0.31612024002677197
SC10954,2025-06-01,Mumbai,Bengaluru,276.1,698.88,Bike,Pharma,Rain,4551.31,1,5.0,Delayed,0.23275195463527798,0.7360414118837769,0.5193733617972144
SC10955,2025-11-07,Hyderabad,Mumbai,798.1,630.77,Van,Furniture,Fog,4787.3,3,9.0,Delayed,0.6812440931351492,0.6642348079112723,0.5472301130075884
SC10956,2025-05-17,Hyderabad,Chennai,214.5,108.16,Mini Truck,Groceries,Rain,1513.24,2,3.0,Delayed,0.17982644557092536,0.11326065871041201,0.16075325014120784
SC10957,2025-09-04,Hyderabad,Delhi,226.9,684.73,Bike,Apparel,Rain,5589.34,4,4.0,On-Time,0.19048028181115217,0.7211234344030701,0.6419045854037423
SC10958,2025-08-31,Chennai,Chennai,744.9,475.54,Bike,Furniture,Clear,5224.43,7,7.0,On-Time,0.6355356989432083,0.5005798507147979,0.5988298488294063
SC10959,2025-01-31,Mumbai,Bengaluru,24.6,849.45,Bike,Groceries,Fog,256.5,6,4.0,On-Time,0.01666809863390326,0.8947834521148739,0.012405042521709417
SC10960,2025-02-09,Delhi,Delhi,558.9,873.92,Bike,Electronics,Clear,902.12,6,5.0,On-Time,0.4757281553398059,0.9205815375532409,0.08861537226636668
SC10961,2025-08-17,Bengaluru,Chennai,581.6,52.87,Mini Truck,Apparel,Clear,3052.17,5,4.0,On-Time,0.49523154910215667,0.054969847762830516,0.3424117532141384
SC10962,2025-02-05,Bengaluru,Hyderabad,669.9,779.7,Bike,Groceries,Clear,2846.59,2,6.0,Delayed,0.571097173296675,0.821247838738245,0.31814466175336176
SC10963,2025-08-11,Hyderabad,Mumbai,779.7,36.29,Heavy Truck,Electronics,Storm,4294.09,2,7.0,Delayed,0.6654351748431997,0.0374899843967444,0.4890105771608637
SC10964,2025-01-06,Mumbai,Mumbai,780.6,349.13,Heavy Truck,Apparel,Fog,674.81,2,7.0,Delayed,0.6662084371509581,0.3673090709737275,0.06178322633802177
SC10965,2025-11-18,Chennai,Hyderabad,56.9,515.41,Van,Pharma,Fog,3922.4,7,3.0,On-Time,0.04441962367901023,0.5426137561675031,0.4451355152625463
SC10966,2025-08-08,Mumbai,Bengaluru,658.4,141.12,Bike,Apparel,Rain,3755.76,1,6.0,Delayed,0.5612165993642065,0.14800953063720323,0.4254649825209186
SC10967,2025-03-16,Mumbai,Delhi,518.8,709.12,Heavy Truck,Pharma,Clear,1516.67,3,6.0,Delayed,0.44127502362745946,0.7468371779192848,0.1611581344865258
SC10968,2025-01-04,Chennai,Mumbai,519.6,8.43,Heavy Truck,Pharma,Fog,3323.0,7,5.0,On-Time,0.44196236790102256,0.008117910007169063,0.37438109060261077
SC10969,2025-12-01,Hyderabad,Hyderabad,107.0,160.58,Heavy Truck,Pharma,Storm,1449.91,4,4.0,On-Time,0.08746455881089442,0.16852570320077598,0.15327764501322366
SC10970,2025-05-14,Mumbai,Hyderabad,521.9,551.97,Mini Truck,Furniture,Clear,1009.5,1,4.0,Delayed,0.4439384826875162,0.5811580145911527,0.10129073115856535
SC10971,2025-04-28,Chennai,Bengaluru,786.1,678.81,Bike,Furniture,Clear,3502.84,7,7.0,On-Time,0.6709339290317039,0.714882132163792,0.3956097788422551
SC10972,2025-04-04,Chennai,Bengaluru,729.9,870.85,Mini Truck,Pharma,Rain,5868.22,3,7.0,Delayed,0.6226479938139016,0.9173449162906424,0.6748241615618384
SC10973,2025-03-03,Delhi,Chennai,354.1,670.37,Mini Truck,Electronics,Storm,1536.06,2,5.0,Delayed,0.29976802130767255,0.7059840593767133,0.16344697047944562
SC10974,2025-07-13,Hyderabad,Mumbai,36.8,638.35,Heavy Truck,Pharma,Fog,2228.72,3,2.0,On-Time,0.027150098805739323,0.6722262050352129,0.24520999981703476
SC10975,2025-12-01,Chennai,Chennai,293.0,374.93,Heavy Truck,Groceries,Fog,1650.95,1,5.0,Delayed,0.24727210241429678,0.3945093408678784,0.17700882541634919
SC10976,2025-07-22,Delhi,Hyderabad,662.0,1.72,Van,Pharma,Fog,1708.79,7,5.0,On-Time,0.5643096485952402,0.0010437312866360224,0.18383637950765827
SC10977,2025-01-26,Delhi,Delhi,562.7,114.59,Bike,Furniture,Fog,2514.52,2,6.0,Delayed,0.4789930406392303,0.12003964070341164,0.2789464271907578
SC10978,2025-06-22,Mumbai,Delhi,370.2,508.06,Bike,Furniture,Rain,4255.85,7,4.0,On-Time,0.31360082481312834,0.5348648420697508,0.48449664789994284
SC10979,2025-10-27,Mumbai,Bengaluru,48.8,641.54,Heavy Truck,Groceries,Rain,377.01,1,3.0,Delayed,0.03746026290918464,0.67558933918104,0.026630293966101858
SC10980,2025-05-13,Mumbai,Delhi,344.4,396.87,Heavy Truck,Groceries,Clear,5749.18,4,4.0,On-Time,0.2914339719907209,0.4176401130181757,0.6607724319797251
SC10981,2025-11-22,Chennai,Delhi,377.9,694.28,Bike,Apparel,Rain,420.74,2,4.0,Delayed,0.3202165134461724,0.7311917513600136,0.03179227426369775
SC10982,2025-04-28,Chennai,Delhi,743.2,496.01,Van,Electronics,Clear,5305.33,3,5.0,Delayed,0.6340750923618869,0.5221608400455447,0.608379453358917
SC10983,2025-11-20,Hyderabad,Hyderabad,514.7,70.93,Heavy Truck,Electronics,Fog,5382.11,1,5.0,Delayed,0.43775238422544904,0.07401003668873614,0.6174427245057135
SC10984,2025-10-02,Mumbai,Delhi,252.8,182.82,Van,Electronics,Clear,3218.26,5,2.0,On-Time,0.212733052667755,0.19197275755914478,0.36201736281001545
SC10985,2025-07-31,Delhi,Delhi,422.6,798.08,Mini Truck,Furniture,Clear,951.43,3,5.0,Delayed,0.35862187473150625,0.8406253953527603,0.09443602738812415
SC10986,2025-08-13,Bengaluru,Delhi,57.5,688.8,Heavy Truck,Electronics,Clear,3456.1,3,2.0,On-Time,0.044935131884182494,0.7254143296925737,0.39009249187427814
SC10987,2025-01-20,Hyderabad,Chennai,778.2,850.08,Mini Truck,Apparel,Rain,3827.5,2,7.0,Delayed,0.6641464043302691,0.895447644751824,0.4339333215684724
SC10988,2025-04-23,Chennai,Hyderabad,291.2,112.12,Heavy Truck,Apparel,Clear,5167.89,7,3.0,On-Time,0.24572557779878,0.11743558385695611,0.5921557494462352
SC10989,2025-05-20,Hyderabad,Bengaluru,384.9,940.72,Mini Truck,Electronics,Clear,3372.74,6,4.0,On-Time,0.32623077583984883,0.9910070425504999,0.3802525038201369
SC10990,2025-02-16,Hyderabad,Chennai,287.5,199.33,Heavy Truck,Groceries,Clear,2552.65,3,2.0,On-Time,0.24254661053355103,0.20937882174334754,0.2834473718225285
SC10991,2025-01-01,Hyderabad,Mumbai,547.6,11.68,Van,Apparel,Clear,5054.0,1,4.0,Delayed,0.4660194174757283,0.011544300594610552,0.5787119365925146
SC10992,2025-03-31,Hyderabad,Hyderabad,531.5,947.55,Van,Groceries,Clear,5888.57,5,3.0,On-Time,0.45218661397027243,0.9982077341542615,0.677226317954614
SC10993,2025-05-22,Bengaluru,Hyderabad,573.7,267.38,Van,Furniture,Clear,3923.85,4,4.0,On-Time,0.4884440244007219,0.2811221692742378,0.44530667628316173
SC10994,2025-11-16,Mumbai,Mumbai,218.2,634.78,Mini Truck,Apparel,Clear,5265.16,5,3.0,On-Time,0.18300541283615432,0.6684624467591617,0.6036377028774529
SC10995,2025-02-07,Delhi,Mumbai,256.0,168.26,Van,Groceries,Clear,3652.6,1,3.0,Delayed,0.21548242976200707,0.1766225277274069,0.41328776121975247
SC10996,2025-10-20,Hyderabad,Mumbai,104.6,551.43,Mini Truck,Electronics,Clear,4185.26,2,3.0,Delayed,0.08540252599020536,0.5805887066166239,0.47616405724804955
SC10997,2025-05-19,Hyderabad,Bengaluru,526.1,858.88,Heavy Truck,Furniture,Clear,4175.78,1,4.0,Delayed,0.4475470401237221,0.9047252561885887,0.47504501829947393
SC10998,2025-12-22,Hyderabad,Delhi,36.6,304.51,Mini Truck,Pharma,Fog,4273.0,6,4.0,On-Time,0.026978262737348577,0.32026736389322313,0.48652106962653263
SC10999,2025-11-29,Mumbai,Hyderabad,480.2,636.91,Heavy Truck,Pharma,Clear,2027.93,6,4.0,On-Time,0.4081106624280437,0.6707080504364695,0.22150832993470504
SC11000,2025-09-16,Chennai,Delhi,696.4,178.91,Bike,Electronics,Clear,3517.62,6,4.0,On-Time,0.5938654523584501,0.18785054611394594,0.3973544408317009
SC11001,2025-06-10,Chennai,Delhi,713.2,593.74,Bike,Furniture,Clear,3625.69,3,4.0,Delayed,0.6082996821032736,0.6251950406949776,0.4101112487612959
SC11002,2025-06-27,Bengaluru,Mumbai,362.0,319.96,Bike,Furniture,Clear,1993.17,2,4.0,Delayed,0.3065555460091074,0.33655589760890653,0.21740518712326132
SC11003,2025-01-10,Chennai,Bengaluru,370.1,201.04,Mini Truck,Furniture,Clear,2196.64,7,3.0,On-Time,0.313514906778933,0.21118163032935522,0.2414232097885217
SC11004,2025-09-18,Hyderabad,Chennai,66.2,297.87,Bike,Furniture,Clear,4609.14,6,2.0,On-Time,0.05241000085918035,0.31326698435457345,0.5261997354676916
SC11005,2025-05-18,Hyderabad,Bengaluru,538.3,170.31,Bike,Pharma,Rain,3558.93,7,5.0,On-Time,0.4580290402955581,0.17878378948256232,0.4022307592879938
SC11006,2025-06-21,Hyderabad,Delhi,657.9,856.87,Bike,Groceries,Rain,1022.89,4,6.0,Delayed,0.5607870091932297,0.9026061653945094,0.10287131465238672
SC11007,2025-01-13,Bengaluru,Bengaluru,199.5,377.63,Heavy Truck,Furniture,Clear,5050.18,4,3.0,On-Time,0.16693874044161872,0.3973558807405221,0.5782610158347553
SC11008,2025-06-17,Hyderabad,Mumbai,339.9,233.39,Van,Groceries,Rain,5316.22,7,5.0,On-Time,0.2875676604519289,0.24528739509973432,0.6096649316447807
SC11009,2025-05-10,Chennai,Chennai,671.9,426.26,Mini Truck,Furniture,Clear,2876.93,1,5.0,Delayed,0.5728155339805826,0.4486252266689158,0.3217260585571362
SC11010,2025-03-25,Mumbai,Mumbai,702.3,304.85,Bike,Apparel,Fog,1372.11,6,8.0,Delayed,0.5989346163759773,0.32062581706237087,0.14409397094158036
SC11011,2025-11-17,Mumbai,Chennai,198.3,707.33,Heavy Truck,Apparel,Clear,5693.5,3,3.0,On-Time,0.16590772403127418,0.7449500274111248,0.6541998487880915
SC11012,2025-11-15,Delhi,Delhi,442.7,922.67,Van,Apparel,Rain,5311.28,4,6.0,Delayed,0.37589139960477713,0.9719773963648632,0.6090818037538563
SC11013,2025-04-11,Chennai,Chennai,158.0,416.41,Van,Furniture,Clear,1579.63,5,3.0,On-Time,0.131282756250537,0.43824062750390086,0.16859006404373225
SC11014,2025-11-25,Hyderabad,Chennai,86.0,818.05,Van,Groceries,Fog,709.22,2,2.0,On-Time,0.06942177162986513,0.8616792476700544,0.0658450544203514
SC11015,2025-09-30,Mumbai,Chennai,729.3,537.79,Heavy Truck,Pharma,Clear,2727.82,5,5.0,On-Time,0.6221324856087292,0.5662084088896386,0.30412480353370785
SC11016,2025-09-22,Chennai,Bengaluru,657.3,149.8,Bike,Electronics,Clear,4106.92,7,4.0,On-Time,0.5602715009880574,0.15716062919073928,0.4669166404514874
SC11017,2025-02-07,Mumbai,Bengaluru,609.2,656.25,Van,Pharma,Rain,1176.02,4,7.0,Delayed,0.5189449265400808,0.6910977101168136,0.12094709885021107
SC11018,2025-04-04,Hyderabad,Delhi,43.8,488.01,Heavy Truck,Furniture,Clear,3152.29,4,2.0,On-Time,0.033164361199415765,0.5137266478303041,0.3542301265824279
SC11019,2025-04-05,Mumbai,Chennai,675.8,618.25,Heavy Truck,Apparel,Rain,2638.68,1,6.0,Delayed,0.5761663373142023,0.6510352970944209,0.2936025322387685
SC11020,2025-11-01,Delhi,Hyderabad,353.2,845.26,Mini Truck,Apparel,Rain,5359.72,1,5.0,Delayed,0.2989947589999141,0.8903660439421416,0.6147997622632445
SC11021,2025-03-10,Delhi,Delhi,277.2,418.69,Heavy Truck,Groceries,Clear,2662.96,6,2.0,On-Time,0.23369705301142712,0.4406443722852444,0.29646859401845355
SC11022,2025-11-14,Mumbai,Chennai,439.4,856.17,Van,Furniture,Clear,3272.59,7,4.0,On-Time,0.37305610447632964,0.9018681735756758,0.36843058918935195
SC11023,2025-08-24,Chennai,Chennai,77.6,713.26,Van,Pharma,Clear,5738.42,2,3.0,Delayed,0.0622046567574534,0.7512018723906718,0.6595022991646753
SC11024,2025-11-30,Chennai,Bengaluru,606.5,464.43,Heavy Truck,Furniture,Rain,1903.2,6,4.0,On-Time,0.5166251396168057,0.48886686627588244,0.20678494089928
SC11025,2025-05-17,Chennai,Delhi,468.0,573.26,Van,Furniture,Clear,1840.6,1,4.0,Delayed,0.3976286622562077,0.6036035086239616,0.19939550649201945
SC11026,2025-03-17,Mumbai,Chennai,153.3,309.64,Heavy Truck,Apparel,Clear,4827.63,3,2.0,On-Time,0.12724460864335427,0.32567578965124616,0.5519907502223618
SC11027,2025-02-04,Chennai,Chennai,398.2,457.015,Van,Pharma,Clear,3093.86,2,6.0,Delayed,0.33765787438783407,0.4810494243663813,0.3473329276620408
SC11028,2025-01-01,Hyderabad,Delhi,151.5,634.15,Mini Truck,Electronics,Clear,5016.42,3,3.0,On-Time,0.12569808402783744,0.6677982541222115,0.5742759151064947
SC11029,2025-10-23,Delhi,Hyderabad,50.3,42.13,Bike,Apparel,Storm,708.88,6,2.0,On-Time,0.0387490334221153,0.04364694471387003,0.06580492011206915
SC11030,2025-11-16,Hyderabad,Delhi,472.3,310.63,Mini Truck,Pharma,Rain,800.88,1,5.0,Delayed,0.40132313772660894,0.3267195209378822,0.07666479176491212
SC11031,2025-03-01,Chennai,Delhi,673.1,592.34,Mini Truck,Groceries,Clear,5422.74,2,6.0,Delayed,0.5738465503909271,0.6237190570573105,0.622238774345442
SC11032,2025-11-16,Hyderabad,Hyderabad,18.9,53.99,Bike,Apparel,Clear,3313.75,6,1.0,On-Time,0.011770770684766733,0.0561506346729642,0.37328920133316734
SC11033,2025-12-15,Chennai,Delhi,44.0,23.18,Van,Groceries,Rain,4355.06,4,2.0,On-Time,0.033336197267806525,0.023668451904018895,0.49620760297253586
SC11034,2025-11-24,Mumbai,Chennai,460.4,427.8,Bike,Apparel,Clear,1467.94,6,4.0,On-Time,0.39109889165735895,0.4502488086703496,0.15540594377301453
SC11035,2025-09-24,Hyderabad,Delhi,656.5,316.39,Heavy Truck,Furniture,Clear,1122.71,7,6.0,On-Time,0.5595841567144945,0.3327921393328554,0.11465427539572132
SC11036,2025-12-27,Mumbai,Hyderabad,264.8,416.66,Bike,Pharma,Clear,5034.48,5,3.0,On-Time,0.22304321677120031,0.4385041960106271,0.576407755128781
SC11037,2025-08-17,Mumbai,Mumbai,282.9,249.93,Mini Truck,Groceries,Rain,2247.95,4,4.0,On-Time,0.23859438096056362,0.26272508750474427,0.2474799490766453
SC11038,2025-09-27,Bengaluru,Delhi,479.1,156.9,Bike,Apparel,Rain,2811.94,3,5.0,Delayed,0.4071655640518946,0.1646459747817653,0.3140545035710682
SC11039,2025-11-12,Chennai,Bengaluru,223.0,654.84,Van,Groceries,Clear,313.64,4,2.0,On-Time,0.18712947847753245,0.6896111837388775,0.01914996715479035
SC11040,2025-10-13,Delhi,Chennai,26.2,489.09,Mini Truck,Apparel,Clear,2407.4,6,3.0,On-Time,0.0180427871810293,0.5148652637793616,0.26630175924018673
SC11041,2025-10-18,Chennai,Chennai,589.5,190.55,Heavy Truck,Apparel,Rain,4657.06,4,7.0,Delayed,0.5020190738035915,0.200122295787121,0.5318563120938247
SC11042,2025-08-01,Delhi,Bengaluru,502.4,303.95,Van,Electronics,Storm,4954.46,5,6.0,Delayed,0.42718446601941756,0.3196769704381563,0.5669620276324713
SC11043,2025-06-14,Chennai,Bengaluru,466.7,562.42,Mini Truck,Electronics,Clear,4237.72,7,4.0,On-Time,0.39651172781166777,0.5921751781723106,0.48235654493183366
SC11044,2025-01-05,Mumbai,Delhi,398.2,457.015,Heavy Truck,Electronics,Clear,3093.86,6,5.0,On-Time,0.33765787438783407,0.4810494243663813,0.3473329276620408
SC11045,2025-12-05,Hyderabad,Bengaluru,541.8,140.51,Van,Groceries,Fog,3111.5,5,6.0,Delayed,0.4610361714923963,0.14736642348079113,0.34941519000939025
SC11046,2025-03-19,Hyderabad,Mumbai,168.7,70.05,Heavy Truck,Furniture,Rain,3299.23,4,3.0,On-Time,0.1404759859094424,0.07308227554505967,0.37157523028534906
SC11047,2025-03-03,Bengaluru,Hyderabad,285.2,771.8,Bike,Apparel,Rain,4494.4,5,4.0,On-Time,0.24057049574705733,0.8129190739256948,0.5126555868432655
SC11048,2025-05-12,Delhi,Bengaluru,105.3,714.91,Bike,Pharma,Fog,1596.72,4,5.0,Delayed,0.08600395222957301,0.7529414245350652,0.170607403245331
SC11049,2025-03-30,Delhi,Bengaluru,108.2,715.77,Heavy Truck,Electronics,Rain,1504.37,2,4.0,Delayed,0.08849557522123896,0.7538481001982036,0.15970621686337394
SC11050,2025-08-25,Delhi,Mumbai,542.6,680.65,Bike,Groceries,Clear,5707.06,4,5.0,Delayed,0.4617235157659594,0.7168219963732975,0.655800499436054
SC11051,2025-02-11,Mumbai,Chennai,687.6,636.08,Heavy Truck,Groceries,Rain,311.99,1,6.0,Delayed,0.5863046653492568,0.6698330029941384,0.01895519771753828
SC11052,2025-03-30,Delhi,Chennai,770.4,453.4,Van,Groceries,Rain,965.87,5,7.0,Delayed,0.6574447976630295,0.47723822375911945,0.09614055506928776
SC11053,2025-10-23,Hyderabad,Delhi,504.5,610.34,Mini Truck,Pharma,Storm,3486.44,7,5.0,On-Time,0.4289887447375205,0.6426959895416018,0.39367388867805264
SC11054,2025-11-24,Mumbai,Mumbai,151.4,36.92,Heavy Truck,Pharma,Clear,4466.33,5,2.0,On-Time,0.12561216599364208,0.0381541770336946,0.5093421455683166
SC11055,2025-10-22,Chennai,Hyderabad,89.0,590.58,Mini Truck,Electronics,Clear,3296.66,3,3.0,On-Time,0.07199931265572646,0.6218635347699576,0.37127186213156854
SC11056,2025-04-14,Delhi,Hyderabad,651.2,739.09,Mini Truck,Pharma,Rain,2227.12,7,6.0,On-Time,0.5550305009021395,0.77843377050563,0.24502113248394183
SC11057,2025-01-14,Delhi,Mumbai,465.1,475.59,Heavy Truck,Electronics,Clear,5871.16,7,4.0,On-Time,0.39513703926454175,0.5006325644161431,0.6751712052863966
SC11058,2025-10-15,Chennai,Hyderabad,496.5,339.96,Bike,Pharma,Clear,4267.54,3,4.0,Delayed,0.4221153020018903,0.35764137814700797,0.485876559852353
SC11059,2025-06-28,Delhi,Chennai,626.3,263.92,Van,Pharma,Fog,5013.64,1,6.0,Delayed,0.5336369103874904,0.27747438114114625,0.5739477581152458
SC11060,2025-05-05,Chennai,Hyderabad,564.1,610.84,Mini Truck,Pharma,Clear,385.44,5,4.0,On-Time,0.48019589311796557,0.6432231265550543,0.027625388727335186
SC11061,2025-12-19,Mumbai,Hyderabad,668.4,658.31,Van,Electronics,Rain,1530.13,7,7.0,On-Time,0.5698084027837443,0.6932695146122381,0.16274698092617
SC11062,2025-01-23,Hyderabad,Mumbai,49.7,827.48,Mini Truck,Apparel,Fog,2338.9,5,4.0,On-Time,0.03823352521694305,0.8716210517437694,0.25821587654214606
SC11063,2025-03-04,Chennai,Mumbai,599.3,325.55,Heavy Truck,Electronics,Clear,1218.22,7,5.0,On-Time,0.5104390411547384,0.3424492894193059,0.12592847476053687
SC11064,2025-05-23,Bengaluru,Hyderabad,681.4,731.4,Bike,Apparel,Storm,576.46,3,7.0,Delayed,0.5809777472291434,0.7703264032387299,0.05017378745696629
SC11065,2025-06-02,Chennai,Bengaluru,232.5,533.51,Van,Groceries,Rain,1466.79,3,4.0,Delayed,0.19529169172609334,0.561696116054485,0.15527019537735398
SC11066,2025-05-25,Delhi,Mumbai,514.2,838.75,Mini Truck,Groceries,Clear,3271.77,4,4.0,On-Time,0.43732279405447216,0.8835027200269895,0.3683337946811418
